Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта;cluster
Гуляева Алина Вадимовна;1570_824043;Беломорск;Петрозаводск;2013-10-08T10:06;2013-10-08T15:18;22.0;16_1;649.0;4300824736264635_;3.0
Карпов Кирилл Пантелеевич;2461_901087;Омск;Иркутск;2015-04-08T08:00;2015-04-09T17:40;197.0;3_21;601.0;5200518730445157_;4.0
Сергеева Ульяна Артемовна;8923_563547;Самара;Москва;2103-09-27T09:00;2103-09-28T01:30;304.0;2_39;569.0;5500443831160481_;2.0
Миронова Глафира Георгиевна;9997_761780;Крымская;Ростов-на-Дону;2025-08-10T15:20;2025-08-10T23:00;110.0;8_46;532.0;4276753236105074_;5.0
Шилов Максим Лаврентьевич;9771_863415;Саратов;Волгоград;2069-02-15T00:21;2069-02-15T10:38;505.0;5_1;2869.0;4817470168474131_;5.0
Захаров Роман Климович;8037_646046;Владимир;Москва;2015-12-10T11:13;2015-12-10T12:44;10.0;8_51;506.0;5200182437483210_;3.0
Логинов Сергей Назарович;4453_387960;Саратов;Краснодар;2044-03-22T12:00;2044-03-23T05:40;381.0;19_13;1008.0;4000834221285274_;1.0
Павлова Ника Дмитриевна;9933_995838;Брян;Смоленск;2031-06-11T12:03;2031-06-11T22:15;598.0;4_43;530.0;4300500242705463_;7.0
Седов Пантелей Фёдорович;8753_545881;Воронеж;Краснодар;2026-05-06T10:22;2026-05-06T21:34;199.0;32_1;869.0;5200345232834423_;5.0
Богданова Элеонора Дмитриевна;7731_310033;Сухиничи;Брянск;2013-07-11T14:34;2013-07-11T16:36;627.0;3_6;506.0;5200116280022132_;7.0
Воробьёва Белла Вадимовна;9128_390083;Челябинск;Пермь;2017-07-23T11:45;2017-07-24T06:57;664.0;2_5;788.0;5200600617542575_;9.0
Савельева Клавдия Георгиевна;5694_435478;Туапсе;Адлер;2024-09-14T06:12;2024-09-14T13:14;611.0;27_4;732.0;4567868575465231_;9.0
Степанов Казимир Казимирович;5857_717573;Екатеринбург;Анапа;2072-02-07T07:45;2072-02-10T02:00;517.0;5_16;778.0;4567231102853015_;10.0
Ефимова Людмила Григорьевна;9220_320148;Ярославль;Воронеж;2029-05-28T09:40;2029-05-29T04:50;479.0;31_11;1052.0;5334271072346616_;1.0
Игнатов Сергей Всеволодович;0207_587766;Пятигорск;Москва;2019-05-21T00:20;2019-05-22T09:00;446.0;9_17;852.0;5334345863124652_;2.0
Новикова Валерия Платоновна;3267_040935;Сафоново;Москва;2013-05-22T12:06;2013-05-22T14:48;722.0;4_45;572.0;4300263476535810_;6.0
Маслов Николай Владимирович;0916_581682;Краснодар;Москва;2027-06-01T01:00;2027-06-01T16:00;228.0;1_49;725.0;5334885700637427_;4.0
Богданов Давид Валентинович;8399_205834;Ростов-на-Дону;Уфа;2030-01-18T19:41;2030-01-20T03:50;560.0;2_28;982.0;2207436073322773_;2.0
Яковлев Савелий Егорович;5412_196323;Лиски;Москва;2018-10-06T11:42;2018-10-06T16:30;214.0;8_14;551.0;5486187065832551_;1.0
Соболева Белла Власовна;7663_470133;Краснодар;Мурманск;2018-11-24T00:21;2018-11-26T04:25;210.0;4_1;12496.0;4276625630141150_;3.0
Ситников Артём Семёнович;3146_826891;Москва;Арзамас;2015-01-26T08:00;2015-01-26T11:02;715.0;14_54;554.0;5200422353765152_;6.0
Новиков Кристофер Евграфович;7261_508148;Крымская;Ростов-на-Дону;2018-02-14T11:18;2018-02-14T17:24;648.0;11_24;521.0;5500548673224336_;7.0
Фролова Полина Леонидовна;4570_541518;Москва;Нижний Новгород;2016-07-01T13:55;2016-07-01T19:59;9.0;6_53;518.0;2200485503343822_;3.0
Елисеева Клавдия Павловна;1667_364983;Рязань;Ртищево;2035-02-10T05:00;2035-02-10T14:20;13.0;24_2;791.0;5400332327284605_;3.0
Ушаков Тимофей Сергеевич;5436_346185;Талица;Екатеринбург;2014-08-14T12:36;2014-08-14T15:18;750.0;7_15;572.0;5100820505132067_;6.0
Семенов Борис Назарович;3415_912379;Москва;Анапа;2024-07-03T09:00;2024-07-04T10:00;297.0;24_13;1250.0;5400670047461650_;5.0
Журавлев Марк Захарович;7748_113844;Краснодар;Казань;2030-03-30T00:58;2030-03-31T16:37;532.0;2_9;571.0;5486533018646550_;8.0
Ромашкина Алевтина Евгеньевна;2413_336027;Москва;Воронеж;2030-12-22T19:00;2030-12-23T06:38;541.0;11_29;541.0;4276728006207546_;8.0
Котова Александра Ильинична;8102_403118;Калуга;Москва;2013-04-20T14:15;2013-04-20T17:17;768.0;5_41;618.0;5200322322208228_;7.0
Васильев Эрнест Прохорович;6607_081014;Москва;Чудово;2015-03-27T08:30;2015-03-27T11:12;703.0;13_45;548.0;4000734543623480_;6.0
Куликова Яна Мироновна;4456_725799;Керчь;Рязань;2022-04-15T22:45;2022-04-16T22:01;200.0;25_2;1198.0;5469131237335054_;5.0
Афанасьев Платон Александрович;9242_242619;Кандалакша;Ярославль;2025-06-16T06:30;2025-06-17T14:30;394.0;7_30;615.0;5334747670436246_;10.0
Янчук Ирина Георгиевна;1629_879553;Красноярск;Шира;2014-10-10T09:30;2014-10-10T17:30;615.0;4_56;524.0;4100072671874738_;7.0
Тарасов Валентин Михайлович;4656_340035;Москва;Санкт-Петербург;2043-11-29T08:43;2043-11-29T17:20;260.0;31_10;748.0;2202747163753650_;4.0
Васильева Лариса Всеволодовна;8836_537821;Краснодар;Туапсе;2020-08-30T05:00;2020-08-30T08:03;669.0;5_48;512.0;5400244067643140_;6.0
Соколова Эмилия Лукинична;7329_287694;Новосибирск;Омск;2022-02-12T05:40;2022-02-12T15:40;64.0;6_7;530.0;2200264240172711_;3.0
Баранова Дина Оскаровна;6686_539769;Краснодар;Новороссийск;2073-04-03T14:50;2073-04-04T04:15;285.0;17_34;644.0;4300760070653478_;1.0
Баранова Александра Казимировна;7290_003773;Москва (Восточный);Санкт-Петербург;2022-09-15T12:32;2022-09-15T18:24;106.0;2_33;588.0;2204402751603456_;5.0
Киселёва Тамара Николаевна;6561_844134;Кемерово;Казань;2068-09-30T07:56;2068-10-02T03:20;118.0;20_13;1749.0;4300880748023828_;3.0
Антонов Вадим Робертович;2958_603257;Староминская;Ростов-на-Дону;2032-04-25T02:16;2032-04-25T08:17;542.0;25_6;687.0;2202167017016364_;9.0
Егорова Эвелина Степановна;4629_380511;Краснодар;Волгоград;2056-11-28T21:06;2056-11-29T07:57;546.0;27_7;812.0;5334022366044745_;10.0
Афанасьева Раиса Витальевна;0314_527404;Екатеринбург;Адлер;2089-05-28T11:18;2089-05-30T21:02;319.0;4_1;13801.0;4276430786774036_;3.0
Симонов Иван Вадимович;7847_733043;Ростов-на-Дону;Адлер;2066-12-09T03:40;2066-12-09T22:32;567.0;20_15;703.0;4276160735874184_;9.0
Симонов Пантелей Викторович;4952_409837;Рязань;Краснодар;2018-01-26T10:20;2018-01-27T05:35;143.0;21_20;707.0;4817467422827375_;5.0
Шмелёва Фаина Савельевна;6199_870018;Москва;Элиста;2033-12-30T04:30;2033-12-31T04:30;357.0;29_7;1191.0;4567107157625057_;5.0
Куликов Сергей Тарасович;6948_160955;Краснодар;Самара;2015-08-22T04:57;2015-08-23T01:21;262.0;2_35;585.0;5469736532631855_;1.0
Киселев Богдан Наумович;0806_126741;Москва;Котлас;2028-01-23T07:39;2028-01-24T07:21;588.0;32_7;1239.0;4817421377382033_;1.0
Афанасьев Артур Эмильевич;6672_244169;Ярославль;Киров;2057-08-20T03:18;2057-08-21T00:56;439.0;3_1;5484.0;2200441034877440_;3.0
Новиков Эрнест Игоревич;8397_395386;Волгоград;Симферополь;2060-01-26T04:46;2060-01-27T06:28;593.0;7_30;607.0;5486637202553670_;8.0
Соболева Ольга Антоновна;9040_213417;Самара;Краснодар;2020-02-12T06:47;2020-02-13T11:20;449.0;31_17;1322.0;4100648015800531_;4.0
Яковлева Ирина Филипповна;3696_486489;Москва;Ростов-на-Дону;2047-09-11T01:45;2047-09-11T14:30;525.0;7_21;553.0;2200455617500713_;8.0
Белов Елисей Андреевич;6163_535044;Дзержинск;Нижний Новгород;2013-12-14T19:42;2013-12-14T21:03;739.0;15_9;524.0;4100210057525737_;6.0
Макарова Римма Платоновна;0695_276227;Череповец;Вологда;2017-06-28T17:00;2017-06-28T21:21;126.0;7_73;515.0;5486722647341055_;5.0
Некрасова Яна Казимировна;5928_598656;Новороссийск;Ростов-на-Дону;2014-12-07T08:15;2014-12-07T17:24;648.0;25_2;774.0;4000443761730557_;9.0
Суханов Григорий Германович;4152_776638;Прохоровка;Орел;2020-11-21T00:00;2020-11-21T04:00;74.0;4_29;512.0;4567087858557241_;3.0
Андреева Татьяна Анатольевна;4820_064126;Волгоград;Казань;2053-09-24T23:45;2053-09-25T17:25;486.0;34_7;1083.0;2200648313610631_;1.0
Новикова Арина Кристоферовна;9937_029839;Новороссийск;Казань;2014-03-16T18:45;2014-03-18T22:01;672.0;2_42;1269.0;4567083813165112_;2.0
Афанасьев Тимофей Ростиславович;3553_382759;Арзамас;Муром;2025-04-24T13:30;2025-04-24T18:30;416.0;16_5;650.0;5334253453776285_;10.0
Волкова Вера Сергеевна;9333_297344;Челябинск;Киров;2020-10-27T11:15;2020-10-28T16:03;192.0;2_40;932.0;4567333350541075_;5.0
Куликов Авраам Прокофьевич;4824_873073;Москва;Санкт-Петербург;2049-04-02T10:49;2049-04-02T20:25;510.0;3_1;2711.0;4100437300011634_;5.0
Романова Мария Олеговна;3889_980658;Ростов-на-Дону;Москва (Восточный);2032-10-18T04:51;2032-10-18T13:28;216.0;28_1;768.0;5100511373045803_;5.0
Назаров Владимир Ефимович;0478_431077;Ростов-на-Дону;Воронеж;2020-09-12T08:35;2020-09-12T17:15;556.0;9_41;531.0;4000065684831558_;8.0
Поляков Григорий Иванович;4045_155658;Пугачевск;Уфа;2015-12-03T02:19;2015-12-03T11:23;104.0;5_1;2588.0;4817058800781142_;3.0
Жукова Камилла Руслановна;6191_643211;Ростов-на-Дону;Севастополь;2014-11-22T19:03;2014-11-23T23:15;289.0;31_2;1430.0;5469681524831845_;5.0
Гусева Регина Станиславовна;3111_567879;Саратов;Новороссийск;2050-11-06T20:08;2050-11-08T04:35;595.0;4_1;7976.0;4817637877712432_;3.0
Жукова София Степановна;4391_521239;Краснодар;Воронеж;2015-03-18T01:30;2015-03-18T12:50;314.0;21_8;840.0;5100411573488615_;1.0
Емельянов Дмитрий Львович;5979_351082;Могилев;Киев;2032-02-17T11:57;2032-02-17T17:46;113.0;7_18;520.0;4100142442182313_;5.0
Степанов Роман Егорович;0886_906734;Москва;Пермь;2032-06-11T10:30;2032-06-12T14:34;349.0;8_7;803.0;4567288514001816_;1.0
Ефимов Лаврентий Елисеевич;2844_567054;Екатеринбург;Нижневартовск;2050-08-29T18:54;2050-08-30T17:20;404.0;2_52;836.0;4300861682115535_;1.0
Иванов Владимир Оскарович;5943_243586;Нижний Новгород;Канаш;2023-10-16T03:42;2023-10-16T06:06;23.0;2_34;510.0;5500758037173737_;3.0
Кузнецов Владимир Вадимович;2794_913557;Санкт-Петербург;Тверь;2019-03-28T06:40;2019-03-28T09:28;163.0;11_22;530.0;5486050816587334_;5.0
Васильев Казимир Тимурович;7579_090680;Брянск;Сухиничи;2014-10-13T20:20;2014-10-13T22:22;188.0;17_6;561.0;5200051777285171_;4.0
Кузнецова Злата Семеновна;2076_963727;Туапсе;Ростов-на-Дону;2014-07-01T03:47;2014-07-01T10:49;696.0;2_64;605.0;2204766575631852_;7.0
Селиванова Ника Альбертовна;3287_551645;Пермь;Ростов-на-Дону;2034-11-14T04:30;2034-11-16T03:40;567.0;1_16;698.0;5100004781766184_;9.0
Белова Людмила Сергеевна;5143_489855;Санкт-Петербург;Ростов-на-Дону;2052-03-04T13:00;2052-03-05T14:30;525.0;2_20;882.0;5100767741304406_;10.0
Щукина Ангелина Ростиславовна;3883_999669;Камышлов;Екатеринбург;2014-04-08T13:57;2014-04-08T15:18;750.0;8_33;536.0;2200385352630184_;6.0
Иванов Борис Тигранович;2380_331217;Брянск;Калуга;2014-11-06T20:20;2014-11-07T00:24;188.0;11_53;514.0;2202635407068318_;4.0
Коновалова Октябрина Георгиевна;2000_366417;Новороссийск;Краснодар;2018-03-24T11:30;2018-03-24T23:54;456.0;10_28;544.0;4567157571265618_;9.0
Кондратьева Ульяна Егоровна;0519_854866;Чудово;Санкт-Петербург;2014-01-12T11:12;2014-01-12T12:33;703.0;8_3;536.0;4100752367082241_;6.0
Белова Элеонора Семеновна;7753_268600;Казань;Ижевск;2036-08-03T00:16;2036-08-03T07:32;395.0;16_10;578.0;2204840546773270_;10.0
Сафронова Полина Адамовна;5040_123945;Керчь;Волгоград;2029-07-24T10:00;2029-07-25T13:30;534.0;3_1;6836.0;5400331051143314_;3.0
Попова Жанна Казимировна;7749_969852;Воронеж;Москва;2019-03-22T19:20;2019-03-23T01:35;166.0;6_21;522.0;2207203443018064_;4.0
Михайлов Юрий Валентинович;4366_006456;Уфа;Самара;2066-05-28T03:30;2066-05-28T12:30;343.0;9_50;532.0;4100258570110351_;10.0
Логинов Иван Елистратович;7564_315365;Ртищево;Мичуринск;2018-07-01T00:33;2018-07-01T04:22;16.0;29_15;609.0;5469783105305854_;3.0
Астафьев Олег Савельевич;7750_605866;Кострома;Киров;2035-12-28T06:50;2035-12-28T15:30;427.0;6_42;531.0;4567705740034747_;9.0
Виноградова Татьяна Эмильевна;4607_438106;Псков;Санкт-Петербург;2025-02-13T17:14;2025-02-13T23:15;114.0;16_11;673.0;5334323558631632_;5.0
Романов Антон Евграфович;0193_442548;Екатеринбург;Омск;2020-07-28T15:08;2020-07-29T01:57;135.0;7_24;545.0;4000166224471440_;5.0
Котова Элеонора Лукинична;1177_354376;Каменск-Уральский;Екатеринбург;2014-07-01T20:17;2014-07-01T22:19;770.0;3_41;597.0;2200851765610427_;6.0
Самойлова Ася Артуровна;8633_600055;Жмеринка;Кишинев;2033-02-17T18:33;2033-02-18T01:49;317.0;8_19;530.0;5200757337805318_;10.0
Русаков Фёдор Эльдарович;4039_138731;Москва;Калуга;2013-03-12T13:00;2013-03-12T15:02;767.0;1_3;622.0;5486714451246118_;7.0
